プロット タイトル: site01_spot005(-25)_2021,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054307, SEN S/N: 20054307)"
28403,04/11/21 01:00:00 午前,21.963
28404,04/11/21 02:00:00 午前,22.561
28405,04/11/21 03:00:00 午前,22.896
28406,04/11/21 04:00:00 午前,23.064
28407,04/11/21 05:00:00 午前,23.088
28408,04/11/21 06:00:00 午前,22.968
28409,04/11/21 07:00:00 午前,22.298
28410,04/11/21 08:00:00 午前,21.748
28411,04/11/21 09:00:00 午前,20.865
28412,04/11/21 10:00:00 午前,20.793
28413,04/11/21 11:00:00 午前,21.772
28414,04/11/21 12:00:00 午後,21.079
28415,04/11/21 01:00:00 午後,22.058
28416,04/11/21 02:00:00 午後,22.561
28417,04/11/21 03:00:00 午後,22.8
28418,04/11/21 04:00:00 午後,22.944
28419,04/11/21 05:00:00 午後,22.968
28420,04/11/21 06:00:00 午後,22.968
28421,04/11/21 07:00:00 午後,23.016
28422,04/11/21 08:00:00 午後,22.944
28423,04/11/21 09:00:00 午後,22.705
28424,04/11/21 10:00:00 午後,21.939
28425,04/11/21 11:00:00 午後,21.676
28426,04/12/21 12:00:00 午前,21.819
28427,04/12/21 01:00:00 午前,21.891
28428,04/12/21 02:00:00 午前,21.819
28429,04/12/21 03:00:00 午前,22.082
28430,04/12/21 04:00:00 午前,22.489
28431,04/12/21 05:00:00 午前,22.776
28432,04/12/21 06:00:00 午前,22.729
28433,04/12/21 07:00:00 午前,22.753
28434,04/12/21 08:00:00 午前,22.8
28435,04/12/21 09:00:00 午前,22.824
28436,04/12/21 10:00:00 午前,22.824
28437,04/12/21 11:00:00 午前,23.016
28438,04/12/21 12:00:00 午後,23.352
28439,04/12/21 01:00:00 午後,23.617
28440,04/12/21 02:00:00 午後,23.641
28441,04/12/21 03:00:00 午後,23.737
28442,04/12/21 04:00:00 午後,23.809
28443,04/12/21 05:00:00 午後,23.954
28444,04/12/21 06:00:00 午後,24.074
28445,04/12/21 07:00:00 午後,24.122
28446,04/12/21 08:00:00 午後,24.098
28447,04/12/21 09:00:00 午後,23.761
28448,04/12/21 10:00:00 午後,23.881
28449,04/12/21 11:00:00 午後,23.954
28450,04/13/21 12:00:00 午前,23.978
28451,04/13/21 01:00:00 午前,24.074
28452,04/13/21 02:00:00 午前,24.074
28453,04/13/21 03:00:00 午前,24.05
28454,04/13/21 04:00:00 午前,24.122
28455,04/13/21 05:00:00 午前,24.146
28456,04/13/21 06:00:00 午前,24.219
28457,04/13/21 07:00:00 午前,24.267
28458,04/13/21 08:00:00 午前,24.315
28459,04/13/21 09:00:00 午前,24.315
28460,04/13/21 10:00:00 午前,24.339
28461,04/13/21 11:00:00 午前,24.315
28462,04/13/21 12:00:00 午後,24.315
28463,04/13/21 01:00:00 午後,24.315
28464,04/13/21 02:00:00 午後,24.339
28465,04/13/21 03:00:00 午後,24.315
28466,04/13/21 04:00:00 午後,24.267
28467,04/13/21 05:00:00 午後,24.195
28468,04/13/21 06:00:00 午後,24.171
28469,04/13/21 07:00:00 午後,24.171
28470,04/13/21 08:00:00 午後,24.171
28471,04/13/21 09:00:00 午後,24.171
28472,04/13/21 10:00:00 午後,24.195
28473,04/13/21 11:00:00 午後,24.026
28474,04/14/21 12:00:00 午前,23.689
28475,04/14/21 01:00:00 午前,24.026
28476,04/14/21 02:00:00 午前,24.05
28477,04/14/21 03:00:00 午前,24.122
28478,04/14/21 04:00:00 午前,24.171
28479,04/14/21 05:00:00 午前,24.122
28480,04/14/21 06:00:00 午前,24.098
28481,04/14/21 07:00:00 午前,24.05
28482,04/14/21 08:00:00 午前,24.146
28483,04/14/21 09:00:00 午前,24.146
28484,04/14/21 10:00:00 午前,23.857
28485,04/14/21 11:00:00 午前,23.737
28486,04/14/21 12:00:00 午後,23.737
28487,04/14/21 01:00:00 午後,23.761
28488,04/14/21 02:00:00 午後,23.857
28489,04/14/21 03:00:00 午後,23.881
28490,04/14/21 04:00:00 午後,23.905
28491,04/14/21 05:00:00 午後,23.905
28492,04/14/21 06:00:00 午後,23.857
28493,04/14/21 07:00:00 午後,23.857
28494,04/14/21 08:00:00 午後,23.905
28495,04/14/21 09:00:00 午後,23.857
28496,04/14/21 10:00:00 午後,23.881
28497,04/14/21 11:00:00 午後,23.881
28498,04/15/21 12:00:00 午前,23.833
28499,04/15/21 01:00:00 午前,23.809
28500,04/15/21 02:00:00 午前,23.761
28501,04/15/21 03:00:00 午前,23.785
28502,04/15/21 04:00:00 午前,23.809
28503,04/15/21 05:00:00 午前,23.785
28504,04/15/21 06:00:00 午前,23.737
28505,04/15/21 07:00:00 午前,23.713
28506,04/15/21 08:00:00 午前,23.689
28507,04/15/21 09:00:00 午前,23.665
28508,04/15/21 10:00:00 午前,23.641
28509,04/15/21 11:00:00 午前,23.569
28510,04/15/21 12:00:00 午後,23.593
28511,04/15/21 01:00:00 午後,23.593
28512,04/15/21 02:00:00 午後,23.497
28513,04/15/21 03:00:00 午後,23.545
28514,04/15/21 04:00:00 午後,23.521
28515,04/15/21 05:00:00 午後,23.545
28516,04/15/21 06:00:00 午後,23.569
28517,04/15/21 07:00:00 午後,23.521
28518,04/15/21 08:00:00 午後,23.497
28519,04/15/21 09:00:00 午後,23.304
28520,04/15/21 10:00:00 午後,23.112
28521,04/15/21 11:00:00 午後,23.304
28522,04/16/21 12:00:00 午前,23.16
28523,04/16/21 01:00:00 午前,23.208
28524,04/16/21 02:00:00 午前,23.28
28525,04/16/21 03:00:00 午前,23.28
28526,04/16/21 04:00:00 午前,23.304
28527,04/16/21 05:00:00 午前,23.376
28528,04/16/21 06:00:00 午前,23.448
28529,04/16/21 07:00:00 午前,23.497
28530,04/16/21 08:00:00 午前,23.208
28531,04/16/21 09:00:00 午前,23.208
28532,04/16/21 10:00:00 午前,23.28
28533,04/16/21 11:00:00 午前,23.184
28534,04/16/21 12:00:00 午後,23.376
28535,04/16/21 01:00:00 午後,23.4
28536,04/16/21 02:00:00 午後,23.448
28537,04/16/21 03:00:00 午後,23.328
28538,04/16/21 04:00:00 午後,23.064
28539,04/16/21 05:00:00 午後,23.088
28540,04/16/21 06:00:00 午後,23.112
28541,04/16/21 07:00:00 午後,23.28
28542,04/16/21 08:00:00 午後,23.16
28543,04/16/21 09:00:00 午後,23.256
28544,04/16/21 10:00:00 午後,23.28
28545,04/16/21 11:00:00 午後,23.208
28546,04/17/21 12:00:00 午前,23.208
28547,04/17/21 01:00:00 午前,23.256
28548,04/17/21 02:00:00 午前,23.304
28549,04/17/21 03:00:00 午前,23.232
28550,04/17/21 04:00:00 午前,22.848
28551,04/17/21 05:00:00 午前,22.465
28552,04/17/21 06:00:00 午前,22.585
28553,04/17/21 07:00:00 午前,22.776
28554,04/17/21 08:00:00 午前,22.92
28555,04/17/21 09:00:00 午前,23.04
28556,04/17/21 10:00:00 午前,23.232
28557,04/17/21 11:00:00 午前,23.448
28558,04/17/21 12:00:00 午後,23.545
28559,04/17/21 01:00:00 午後,23.593
28560,04/17/21 02:00:00 午後,23.04
28561,04/17/21 03:00:00 午後,23.448
28562,04/17/21 04:00:00 午後,23.617
28563,04/17/21 05:00:00 午後,23.641
28564,04/17/21 06:00:00 午後,23.713
28565,04/17/21 07:00:00 午後,23.497
28566,04/17/21 08:00:00 午後,23.641
28567,04/17/21 09:00:00 午後,23.713
28568,04/17/21 10:00:00 午後,23.785
28569,04/17/21 11:00:00 午後,23.905
28570,04/18/21 12:00:00 午前,23.978
28571,04/18/21 01:00:00 午前,24.002
28572,04/18/21 02:00:00 午前,24.05
28573,04/18/21 03:00:00 午前,23.857
28574,04/18/21 04:00:00 午前,23.857
28575,04/18/21 05:00:00 午前,23.881
28576,04/18/21 06:00:00 午前,23.785
28577,04/18/21 07:00:00 午前,23.689
28578,04/18/21 08:00:00 午前,23.737
28579,04/18/21 09:00:00 午前,23.93
28580,04/18/21 10:00:00 午前,23.93
28581,04/18/21 11:00:00 午前,23.93
28582,04/18/21 12:00:00 午後,23.809
28583,04/18/21 01:00:00 午後,23.809
28584,04/18/21 02:00:00 午後,23.785
28585,04/18/21 03:00:00 午後,23.785
28586,04/18/21 04:00:00 午後,23.761
28587,04/18/21 05:00:00 午後,23.713
28588,04/18/21 06:00:00 午後,23.713
28589,04/18/21 07:00:00 午後,23.713
28590,04/18/21 08:00:00 午後,23.689
28591,04/18/21 09:00:00 午後,23.689
28592,04/18/21 10:00:00 午後,23.713
28593,04/18/21 11:00:00 午後,23.689
28594,04/19/21 12:00:00 午前,23.689
28595,04/19/21 01:00:00 午前,23.713
28596,04/19/21 02:00:00 午前,23.689
28597,04/19/21 03:00:00 午前,23.665
28598,04/19/21 04:00:00 午前,23.641
28599,04/19/21 05:00:00 午前,23.641
28600,04/19/21 06:00:00 午前,23.641
28601,04/19/21 07:00:00 午前,23.617
28602,04/19/21 08:00:00 午前,23.376
28603,04/19/21 09:00:00 午前,23.232
28604,04/19/21 10:00:00 午前,23.4
28605,04/19/21 11:00:00 午前,23.376
28606,04/19/21 12:00:00 午後,23.352
28607,04/19/21 01:00:00 午後,23.28
28608,04/19/21 02:00:00 午後,23.304
28609,04/19/21 03:00:00 午後,23.352
28610,04/19/21 04:00:00 午後,23.448
28611,04/19/21 05:00:00 午後,23.497
28612,04/19/21 06:00:00 午後,23.521
28613,04/19/21 07:00:00 午後,22.944
28614,04/19/21 08:00:00 午後,22.729
28615,04/19/21 09:00:00 午後,22.968
28616,04/19/21 10:00:00 午後,23.328
28617,04/19/21 11:00:00 午後,23.448
28618,04/20/21 12:00:00 午前,23.497
28619,04/20/21 01:00:00 午前,23.545
28620,04/20/21 02:00:00 午前,23.424
28621,04/20/21 03:00:00 午前,23.545
28622,04/20/21 04:00:00 午前,23.472
28623,04/20/21 05:00:00 午前,23.497
28624,04/20/21 06:00:00 午前,23.497
28625,04/20/21 07:00:00 午前,23.521
28626,04/20/21 08:00:00 午前,23.521
28627,04/20/21 09:00:00 午前,23.593
28628,04/20/21 10:00:00 午前,23.545
28629,04/20/21 11:00:00 午前,23.641
28630,04/20/21 12:00:00 午後,23.617
28631,04/20/21 01:00:00 午後,23.689
28632,04/20/21 02:00:00 午後,23.665
28633,04/20/21 03:00:00 午後,23.737
28634,04/20/21 04:00:00 午後,23.905
28635,04/20/21 05:00:00 午後,24.026
28636,04/20/21 06:00:00 午後,24.026
28637,04/20/21 07:00:00 午後,23.665
28638,04/20/21 08:00:00 午後,23.785
28639,04/20/21 09:00:00 午後,23.857
28640,04/20/21 10:00:00 午後,23.93
28641,04/20/21 11:00:00 午後,23.954
28642,04/21/21 12:00:00 午前,23.978
28643,04/21/21 01:00:00 午前,24.05
28644,04/21/21 02:00:00 午前,23.954
28645,04/21/21 03:00:00 午前,24.026
28646,04/21/21 04:00:00 午前,24.05
28647,04/21/21 05:00:00 午前,24.074
28648,04/21/21 06:00:00 午前,24.098
28649,04/21/21 07:00:00 午前,24.219
28650,04/21/21 08:00:00 午前,24.146
28651,04/21/21 09:00:00 午前,24.171
28652,04/21/21 10:00:00 午前,24.243
28653,04/21/21 11:00:00 午前,24.267
28654,04/21/21 12:00:00 午後,24.363
28655,04/21/21 01:00:00 午後,24.388
28656,04/21/21 02:00:00 午後,24.388
28657,04/21/21 03:00:00 午後,24.388
28658,04/21/21 04:00:00 午後,24.388
28659,04/21/21 05:00:00 午後,24.388
28660,04/21/21 06:00:00 午後,24.412
28661,04/21/21 07:00:00 午後,24.267
28662,04/21/21 08:00:00 午後,24.267
28663,04/21/21 09:00:00 午後,24.267
28664,04/21/21 10:00:00 午後,24.315
28665,04/21/21 11:00:00 午後,24.315
28666,04/22/21 12:00:00 午前,24.291
28667,04/22/21 01:00:00 午前,24.291
28668,04/22/21 02:00:00 午前,24.267
28669,04/22/21 03:00:00 午前,24.267
28670,04/22/21 04:00:00 午前,24.243
28671,04/22/21 05:00:00 午前,23.713
28672,04/22/21 06:00:00 午前,23.785
28673,04/22/21 07:00:00 午前,23.761
28674,04/22/21 08:00:00 午前,23.737
28675,04/22/21 09:00:00 午前,23.93
28676,04/22/21 10:00:00 午前,23.809
28677,04/22/21 11:00:00 午前,23.761
28678,04/22/21 12:00:00 午後,23.857
28679,04/22/21 01:00:00 午後,23.857
28680,04/22/21 02:00:00 午後,23.857
28681,04/22/21 03:00:00 午後,23.93
28682,04/22/21 04:00:00 午後,23.93
28683,04/22/21 05:00:00 午後,23.978
28684,04/22/21 06:00:00 午後,24.026
28685,04/22/21 07:00:00 午後,24.026
28686,04/22/21 08:00:00 午後,23.833
28687,04/22/21 09:00:00 午後,23.761
28688,04/22/21 10:00:00 午後,23.809
28689,04/22/21 11:00:00 午後,23.905
28690,04/23/21 12:00:00 午前,23.954
28691,04/23/21 01:00:00 午前,23.809
28692,04/23/21 02:00:00 午前,23.28
28693,04/23/21 03:00:00 午前,22.92
28694,04/23/21 04:00:00 午前,23.136
28695,04/23/21 05:00:00 午前,23.617
28696,04/23/21 06:00:00 午前,23.761
28697,04/23/21 07:00:00 午前,23.833
28698,04/23/21 08:00:00 午前,23.617
28699,04/23/21 09:00:00 午前,23.641
28700,04/23/21 10:00:00 午前,23.665
28701,04/23/21 11:00:00 午前,23.713
28702,04/23/21 12:00:00 午後,23.713
28703,04/23/21 01:00:00 午後,23.737
28704,04/23/21 02:00:00 午後,23.665
28705,04/23/21 03:00:00 午後,23.04
28706,04/23/21 04:00:00 午後,22.968
28707,04/23/21 05:00:00 午後,23.04
28708,04/23/21 06:00:00 午後,23.16
28709,04/23/21 07:00:00 午後,23.208
28710,04/23/21 08:00:00 午後,23.232
28711,04/23/21 09:00:00 午後,23.352
28712,04/23/21 10:00:00 午後,23.4
28713,04/23/21 11:00:00 午後,22.824
28714,04/24/21 12:00:00 午前,22.705
28715,04/24/21 01:00:00 午前,22.824
28716,04/24/21 02:00:00 午前,22.8
28717,04/24/21 03:00:00 午前,22.585
28718,04/24/21 04:00:00 午前,22.824
28719,04/24/21 05:00:00 午前,22.968
28720,04/24/21 06:00:00 午前,22.992
28721,04/24/21 07:00:00 午前,23.064
28722,04/24/21 08:00:00 午前,23.064
28723,04/24/21 09:00:00 午前,23.112
28724,04/24/21 10:00:00 午前,23.136
28725,04/24/21 11:00:00 午前,23.136
28726,04/24/21 12:00:00 午後,22.968
28727,04/24/21 01:00:00 午後,22.513
28728,04/24/21 02:00:00 午後,22.441
28729,04/24/21 03:00:00 午後,22.465
28730,04/24/21 04:00:00 午後,22.465
28731,04/24/21 05:00:00 午後,22.489
28732,04/24/21 06:00:00 午後,22.465
28733,04/24/21 07:00:00 午後,22.489
28734,04/24/21 08:00:00 午後,23.208
28735,04/24/21 09:00:00 午後,23.376
28736,04/24/21 10:00:00 午後,23.497
28737,04/24/21 11:00:00 午後,23.521
28738,04/25/21 12:00:00 午前,23.593
28739,04/25/21 01:00:00 午前,23.857
28740,04/25/21 02:00:00 午前,23.905
28741,04/25/21 03:00:00 午前,23.954
28742,04/25/21 04:00:00 午前,23.954
28743,04/25/21 05:00:00 午前,23.304
28744,04/25/21 06:00:00 午前,23.352
28745,04/25/21 07:00:00 午前,23.617
28746,04/25/21 08:00:00 午前,23.809
28747,04/25/21 09:00:00 午前,23.761
28748,04/25/21 10:00:00 午前,23.93
28749,04/25/21 11:00:00 午前,23.978
28750,04/25/21 12:00:00 午後,24.026
28751,04/25/21 01:00:00 午後,24.05
28752,04/25/21 02:00:00 午後,24.122
28753,04/25/21 03:00:00 午後,24.219
28754,04/25/21 04:00:00 午後,24.267
28755,04/25/21 05:00:00 午後,24.291
28756,04/25/21 06:00:00 午後,24.315
28757,04/25/21 07:00:00 午後,24.339
28758,04/25/21 08:00:00 午後,24.339
28759,04/25/21 09:00:00 午後,24.315
28760,04/25/21 10:00:00 午後,24.267
28761,04/25/21 11:00:00 午後,24.219
28762,04/26/21 12:00:00 午前,24.243
28763,04/26/21 01:00:00 午前,24.243
28764,04/26/21 02:00:00 午前,24.243
28765,04/26/21 03:00:00 午前,24.267
28766,04/26/21 04:00:00 午前,24.267
28767,04/26/21 05:00:00 午前,23.881
28768,04/26/21 06:00:00 午前,23.833
28769,04/26/21 07:00:00 午前,23.376
28770,04/26/21 08:00:00 午前,23.424
28771,04/26/21 09:00:00 午前,23.472
28772,04/26/21 10:00:00 午前,23.545
28773,04/26/21 11:00:00 午前,23.737
28774,04/26/21 12:00:00 午後,23.833
28775,04/26/21 01:00:00 午後,23.93
28776,04/26/21 02:00:00 午後,23.954
28777,04/26/21 03:00:00 午後,23.93
28778,04/26/21 04:00:00 午後,23.93
28779,04/26/21 05:00:00 午後,23.593
28780,04/26/21 06:00:00 午後,23.545
28781,04/26/21 07:00:00 午後,23.448
28782,04/26/21 08:00:00 午後,23.04
28783,04/26/21 09:00:00 午後,23.112
28784,04/26/21 10:00:00 午後,23.112
28785,04/26/21 11:00:00 午後,23.376
28786,04/27/21 12:00:00 午前,23.545
28787,04/27/21 01:00:00 午前,23.593
28788,04/27/21 02:00:00 午前,23.448
28789,04/27/21 03:00:00 午前,23.521
28790,04/27/21 04:00:00 午前,23.689
28791,04/27/21 05:00:00 午前,23.93
28792,04/27/21 06:00:00 午前,23.905
28793,04/27/21 07:00:00 午前,23.905
28794,04/27/21 08:00:00 午前,23.93
28795,04/27/21 09:00:00 午前,24.026
28796,04/27/21 10:00:00 午前,24.146
28797,04/27/21 11:00:00 午前,24.219
28798,04/27/21 12:00:00 午後,24.243
28799,04/27/21 01:00:00 午後,23.713
28800,04/27/21 02:00:00 午後,24.026
28801,04/27/21 03:00:00 午後,23.833
28802,04/27/21 04:00:00 午後,24.291
28803,04/27/21 05:00:00 午後,24.339
28804,04/27/21 06:00:00 午後,24.339
28805,04/27/21 07:00:00 午後,24.267
28806,04/27/21 08:00:00 午後,23.665
28807,04/27/21 09:00:00 午後,24.026
28808,04/27/21 10:00:00 午後,24.122
28809,04/27/21 11:00:00 午後,23.569
28810,04/28/21 12:00:00 午前,23.809
28811,04/28/21 01:00:00 午前,23.954
28812,04/28/21 02:00:00 午前,24.05
28813,04/28/21 03:00:00 午前,24.098
28814,04/28/21 04:00:00 午前,24.05
28815,04/28/21 05:00:00 午前,24.074
28816,04/28/21 06:00:00 午前,24.074
28817,04/28/21 07:00:00 午前,24.122
28818,04/28/21 08:00:00 午前,23.569
28819,04/28/21 09:00:00 午前,23.352
28820,04/28/21 10:00:00 午前,23.881
28821,04/28/21 11:00:00 午前,23.208
28822,04/28/21 12:00:00 午後,23.16
28823,04/28/21 01:00:00 午後,23.184
28824,04/28/21 02:00:00 午後,23.617
28825,04/28/21 03:00:00 午後,23.809
28826,04/28/21 04:00:00 午後,24.026
28827,04/28/21 05:00:00 午後,24.074
28828,04/28/21 06:00:00 午後,24.074
28829,04/28/21 07:00:00 午後,24.026
28830,04/28/21 08:00:00 午後,24.122
28831,04/28/21 09:00:00 午後,24.219
28832,04/28/21 10:00:00 午後,24.122
28833,04/28/21 11:00:00 午後,24.098
28834,04/29/21 12:00:00 午前,24.122
28835,04/29/21 01:00:00 午前,24.146
28836,04/29/21 02:00:00 午前,24.171
28837,04/29/21 03:00:00 午前,24.171
28838,04/29/21 04:00:00 午前,24.122
28839,04/29/21 05:00:00 午前,24.122
28840,04/29/21 06:00:00 午前,24.146
28841,04/29/21 07:00:00 午前,24.171
28842,04/29/21 08:00:00 午前,24.195
28843,04/29/21 09:00:00 午前,23.497
28844,04/29/21 10:00:00 午前,23.857
28845,04/29/21 11:00:00 午前,24.05
28846,04/29/21 12:00:00 午後,24.122
28847,04/29/21 01:00:00 午後,24.171
28848,04/29/21 02:00:00 午後,24.195
28849,04/29/21 03:00:00 午後,24.243
28850,04/29/21 04:00:00 午後,24.267
28851,04/29/21 05:00:00 午後,24.098
28852,04/29/21 06:00:00 午後,24.171
28853,04/29/21 07:00:00 午後,24.195
28854,04/29/21 08:00:00 午後,24.267
28855,04/29/21 09:00:00 午後,23.93
28856,04/29/21 10:00:00 午後,23.208
28857,04/29/21 11:00:00 午後,23.761
28858,04/30/21 12:00:00 午前,23.954
28859,04/30/21 01:00:00 午前,23.497
28860,04/30/21 02:00:00 午前,22.92
28861,04/30/21 03:00:00 午前,23.328
28862,04/30/21 04:00:00 午前,23.809
28863,04/30/21 05:00:00 午前,23.978
28864,04/30/21 06:00:00 午前,24.026
28865,04/30/21 07:00:00 午前,24.002
28866,04/30/21 08:00:00 午前,24.026
28867,04/30/21 09:00:00 午前,24.05
28868,04/30/21 10:00:00 午前,24.026
28869,04/30/21 11:00:00 午前,23.521
28870,04/30/21 12:00:00 午後,23.28
28871,04/30/21 01:00:00 午後,23.304
28872,04/30/21 02:00:00 午後,23.785
28873,04/30/21 03:00:00 午後,23.954
28874,04/30/21 04:00:00 午後,24.05
28875,04/30/21 05:00:00 午後,23.617
28876,04/30/21 06:00:00 午後,23.521
28877,04/30/21 07:00:00 午後,23.545
28878,04/30/21 08:00:00 午後,23.617
28879,04/30/21 09:00:00 午後,22.992
28880,04/30/21 10:00:00 午後,23.112
28881,04/30/21 11:00:00 午後,22.657
28882,05/01/21 12:00:00 午前,22.944
28883,05/01/21 01:00:00 午前,23.4
28884,05/01/21 02:00:00 午前,23.424
28885,05/01/21 03:00:00 午前,23.521
28886,05/01/21 04:00:00 午前,23.593
28887,05/01/21 05:00:00 午前,23.112
28888,05/01/21 06:00:00 午前,23.232
28889,05/01/21 07:00:00 午前,23.328
28890,05/01/21 08:00:00 午前,23.112
28891,05/01/21 09:00:00 午前,23.112
28892,05/01/21 10:00:00 午前,23.184
28893,05/01/21 11:00:00 午前,23.352
28894,05/01/21 12:00:00 午後,23.472
28895,05/01/21 01:00:00 午後,23.545
28896,05/01/21 02:00:00 午後,23.689
28897,05/01/21 03:00:00 午後,23.761
28898,05/01/21 04:00:00 午後,23.737
28899,05/01/21 05:00:00 午後,23.737
28900,05/01/21 06:00:00 午後,23.857
28901,05/01/21 07:00:00 午後,23.857
28902,05/01/21 08:00:00 午後,23.881
28903,05/01/21 09:00:00 午後,23.881
28904,05/01/21 10:00:00 午後,23.881
28905,05/01/21 11:00:00 午後,23.809
28906,05/02/21 12:00:00 午前,23.833
28907,05/02/21 01:00:00 午前,23.761
28908,05/02/21 02:00:00 午前,23.689
28909,05/02/21 03:00:00 午前,23.545
28910,05/02/21 04:00:00 午前,23.521
28911,05/02/21 05:00:00 午前,23.448
28912,05/02/21 06:00:00 午前,23.376
28913,05/02/21 07:00:00 午前,23.232
28914,05/02/21 08:00:00 午前,23.448
28915,05/02/21 09:00:00 午前,23.593
28916,05/02/21 10:00:00 午前,23.617
28917,05/02/21 11:00:00 午前,23.785
28918,05/02/21 12:00:00 午後,23.833
28919,05/02/21 01:00:00 午後,23.833
28920,05/02/21 02:00:00 午後,23.809
28921,05/02/21 03:00:00 午後,23.713
28922,05/02/21 04:00:00 午後,23.713
28923,05/02/21 05:00:00 午後,23.665
28924,05/02/21 06:00:00 午後,23.689
28925,05/02/21 07:00:00 午後,23.833
28926,05/02/21 08:00:00 午後,23.833
28927,05/02/21 09:00:00 午後,23.857
