プロット タイトル: site05_spot014_2020,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20523064, SEN S/N: 20523064)",カプラー取り外し (LGR S/N: 20523064),カプラー取り付け (LGR S/N: 20523064),ホスト接続 (LGR S/N: 20523064),ファイルの終わり (LGR S/N: 20523064)
6306,02/04/20 08:30:00 午前,21.485,,,,
6307,02/04/20 09:00:00 午前,21.509,,,,
6308,02/04/20 09:30:00 午前,21.509,,,,
6309,02/04/20 10:00:00 午前,21.509,,,,
6310,02/04/20 10:30:00 午前,21.533,,,,
6311,02/04/20 11:00:00 午前,21.557,,,,
6312,02/04/20 11:30:00 午前,21.557,,,,
6313,02/04/20 12:00:00 午後,21.581,,,,
6314,02/04/20 12:30:00 午後,21.604,,,,
6315,02/04/20 01:00:00 午後,21.604,,,,
6316,02/04/20 01:30:00 午後,21.581,,,,
6317,02/04/20 02:00:00 午後,21.581,,,,
6318,02/04/20 02:30:00 午後,21.581,,,,
6319,02/04/20 03:00:00 午後,21.581,,,,
6320,02/04/20 03:30:00 午後,21.581,,,,
6321,02/04/20 04:00:00 午後,21.604,,,,
6322,02/04/20 04:30:00 午後,21.604,,,,
6323,02/04/20 05:00:00 午後,21.652,,,,
6324,02/04/20 05:30:00 午後,21.604,,,,
6325,02/04/20 06:00:00 午後,21.581,,,,
6326,02/04/20 06:30:00 午後,21.581,,,,
6327,02/04/20 07:00:00 午後,21.604,,,,
6328,02/04/20 07:30:00 午後,21.581,,,,
6329,02/04/20 08:00:00 午後,21.581,,,,
6330,02/04/20 08:30:00 午後,21.581,,,,
6331,02/04/20 09:00:00 午後,21.581,,,,
6332,02/04/20 09:30:00 午後,21.581,,,,
6333,02/04/20 10:00:00 午後,21.581,,,,
6334,02/04/20 10:30:00 午後,21.581,,,,
6335,02/04/20 11:00:00 午後,21.581,,,,
6336,02/04/20 11:30:00 午後,21.581,,,,
6337,02/05/20 12:00:00 午前,21.581,,,,
6338,02/05/20 12:30:00 午前,21.581,,,,
6339,02/05/20 01:00:00 午前,21.581,,,,
6340,02/05/20 01:30:00 午前,21.581,,,,
6341,02/05/20 02:00:00 午前,21.581,,,,
6342,02/05/20 02:30:00 午前,21.581,,,,
6343,02/05/20 03:00:00 午前,21.557,,,,
6344,02/05/20 03:30:00 午前,21.557,,,,
6345,02/05/20 04:00:00 午前,21.557,,,,
6346,02/05/20 04:30:00 午前,21.557,,,,
6347,02/05/20 05:00:00 午前,21.533,,,,
6348,02/05/20 05:30:00 午前,21.533,,,,
6349,02/05/20 06:00:00 午前,21.533,,,,
6350,02/05/20 06:30:00 午前,21.533,,,,
6351,02/05/20 07:00:00 午前,21.533,,,,
6352,02/05/20 07:30:00 午前,21.533,,,,
6353,02/05/20 08:00:00 午前,21.533,,,,
6354,02/05/20 08:30:00 午前,21.533,,,,
6355,02/05/20 09:00:00 午前,21.533,,,,
6356,02/05/20 09:30:00 午前,21.533,,,,
6357,02/05/20 10:00:00 午前,21.533,,,,
6358,02/05/20 10:30:00 午前,21.533,,,,
6359,02/05/20 11:00:00 午前,21.557,,,,
6360,02/05/20 11:30:00 午前,21.533,,,,
6361,02/05/20 12:00:00 午後,21.533,,,,
6362,02/05/20 12:30:00 午後,21.533,,,,
6363,02/05/20 01:00:00 午後,21.533,,,,
6364,02/05/20 01:30:00 午後,21.533,,,,
6365,02/05/20 02:00:00 午後,21.533,,,,
6366,02/05/20 02:30:00 午後,21.509,,,,
6367,02/05/20 03:00:00 午後,21.533,,,,
6368,02/05/20 03:30:00 午後,21.509,,,,
6369,02/05/20 04:00:00 午後,21.509,,,,
6370,02/05/20 04:30:00 午後,21.509,,,,
6371,02/05/20 05:00:00 午後,21.485,,,,
6372,02/05/20 05:30:00 午後,21.485,,,,
6373,02/05/20 06:00:00 午後,21.485,,,,
6374,02/05/20 06:30:00 午後,21.461,,,,
6375,02/05/20 07:00:00 午後,21.461,,,,
6376,02/05/20 07:30:00 午後,21.437,,,,
6377,02/05/20 08:00:00 午後,21.437,,,,
6378,02/05/20 08:30:00 午後,21.437,,,,
6379,02/05/20 09:00:00 午後,21.413,,,,
6380,02/05/20 09:30:00 午後,21.413,,,,
6381,02/05/20 10:00:00 午後,21.413,,,,
6382,02/05/20 10:30:00 午後,21.413,,,,
6383,02/05/20 11:00:00 午後,21.39,,,,
6384,02/05/20 11:30:00 午後,21.39,,,,
6385,02/06/20 12:00:00 午前,21.39,,,,
6386,02/06/20 12:30:00 午前,21.39,,,,
6387,02/06/20 01:00:00 午前,21.39,,,,
6388,02/06/20 01:30:00 午前,21.39,,,,
6389,02/06/20 02:00:00 午前,21.39,,,,
6390,02/06/20 02:30:00 午前,21.39,,,,
6391,02/06/20 03:00:00 午前,21.366,,,,
6392,02/06/20 03:30:00 午前,21.366,,,,
6393,02/06/20 04:00:00 午前,21.366,,,,
6394,02/06/20 04:30:00 午前,21.366,,,,
6395,02/06/20 05:00:00 午前,21.366,,,,
6396,02/06/20 05:30:00 午前,21.366,,,,
6397,02/06/20 06:00:00 午前,21.342,,,,
6398,02/06/20 06:30:00 午前,21.366,,,,
6399,02/06/20 07:00:00 午前,21.366,,,,
6400,02/06/20 07:30:00 午前,21.39,,,,
6401,02/06/20 08:00:00 午前,21.39,,,,
6402,02/06/20 08:30:00 午前,21.413,,,,
6403,02/06/20 09:00:00 午前,21.413,,,,
6404,02/06/20 09:30:00 午前,21.413,,,,
6405,02/06/20 10:00:00 午前,21.437,,,,
6406,02/06/20 10:30:00 午前,21.437,,,,
6407,02/06/20 11:00:00 午前,21.461,,,,
6408,02/06/20 11:30:00 午前,21.461,,,,
6409,02/06/20 12:00:00 午後,21.461,,,,
6410,02/06/20 12:30:00 午後,21.461,,,,
6411,02/06/20 01:00:00 午後,21.461,,,,
6412,02/06/20 01:30:00 午後,21.461,,,,
6413,02/06/20 02:00:00 午後,21.461,,,,
6414,02/06/20 02:30:00 午後,21.437,,,,
6415,02/06/20 03:00:00 午後,21.437,,,,
6416,02/06/20 03:30:00 午後,21.437,,,,
6417,02/06/20 04:00:00 午後,21.485,,,,
6418,02/06/20 04:30:00 午後,21.485,,,,
6419,02/06/20 05:00:00 午後,21.485,,,,
6420,02/06/20 05:30:00 午後,21.485,,,,
6421,02/06/20 06:00:00 午後,21.485,,,,
6422,02/06/20 06:30:00 午後,21.485,,,,
6423,02/06/20 07:00:00 午後,21.461,,,,
6424,02/06/20 07:30:00 午後,21.461,,,,
6425,02/06/20 08:00:00 午後,21.461,,,,
6426,02/06/20 08:30:00 午後,21.461,,,,
6427,02/06/20 09:00:00 午後,21.437,,,,
6428,02/06/20 09:30:00 午後,21.437,,,,
6429,02/06/20 10:00:00 午後,21.437,,,,
6430,02/06/20 10:30:00 午後,21.437,,,,
6431,02/06/20 11:00:00 午後,21.413,,,,
6432,02/06/20 11:30:00 午後,21.413,,,,
6433,02/07/20 12:00:00 午前,21.413,,,,
6434,02/07/20 12:30:00 午前,21.413,,,,
6435,02/07/20 01:00:00 午前,21.413,,,,
6436,02/07/20 01:30:00 午前,21.413,,,,
6437,02/07/20 02:00:00 午前,21.413,,,,
6438,02/07/20 02:30:00 午前,21.413,,,,
6439,02/07/20 03:00:00 午前,21.413,,,,
6440,02/07/20 03:30:00 午前,21.39,,,,
6441,02/07/20 04:00:00 午前,21.39,,,,
6442,02/07/20 04:30:00 午前,21.39,,,,
6443,02/07/20 05:00:00 午前,21.39,,,,
6444,02/07/20 05:30:00 午前,21.39,,,,
6445,02/07/20 06:00:00 午前,21.39,,,,
6446,02/07/20 06:30:00 午前,21.39,,,,
6447,02/07/20 07:00:00 午前,21.39,,,,
6448,02/07/20 07:30:00 午前,21.39,,,,
6449,02/07/20 08:00:00 午前,21.413,,,,
6450,02/07/20 08:30:00 午前,21.461,,,,
6451,02/07/20 09:00:00 午前,21.485,,,,
6452,02/07/20 09:30:00 午前,21.485,,,,
6453,02/07/20 10:00:00 午前,21.437,,,,
6454,02/07/20 10:30:00 午前,21.509,,,,
6455,02/07/20 11:00:00 午前,21.485,,,,
6456,02/07/20 11:30:00 午前,21.485,,,,
6457,02/07/20 12:00:00 午後,21.413,,,,
6458,02/07/20 12:30:00 午後,21.413,,,,
6459,02/07/20 01:00:00 午後,21.39,,,,
6460,02/07/20 01:30:00 午後,21.39,,,,
6461,02/07/20 02:00:00 午後,21.39,,,,
6462,02/07/20 02:30:00 午後,21.032,,,,
6463,02/07/20 03:00:00 午後,21.175,,,,
6464,02/07/20 03:30:00 午後,21.246,,,,
6465,02/07/20 04:00:00 午後,21.294,,,,
6466,02/07/20 04:30:00 午後,21.39,,,,
6467,02/07/20 05:00:00 午後,21.413,,,,
6468,02/07/20 05:30:00 午後,21.437,,,,
6469,02/07/20 06:00:00 午後,21.437,,,,
6470,02/07/20 06:30:00 午後,21.437,,,,
6471,02/07/20 07:00:00 午後,21.437,,,,
6472,02/07/20 07:30:00 午後,21.413,,,,
6473,02/07/20 08:00:00 午後,21.413,,,,
6474,02/07/20 08:30:00 午後,21.413,,,,
6475,02/07/20 09:00:00 午後,21.39,,,,
6476,02/07/20 09:30:00 午後,21.437,,,,
6477,02/07/20 10:00:00 午後,21.461,,,,
6478,02/07/20 10:30:00 午後,21.485,,,,
6479,02/07/20 11:00:00 午後,21.461,,,,
6480,02/07/20 11:30:00 午後,21.485,,,,
6481,02/08/20 12:00:00 午前,21.485,,,,
6482,02/08/20 12:30:00 午前,21.485,,,,
6483,02/08/20 01:00:00 午前,21.509,,,,
6484,02/08/20 01:30:00 午前,21.533,,,,
6485,02/08/20 02:00:00 午前,21.557,,,,
6486,02/08/20 02:30:00 午前,21.581,,,,
6487,02/08/20 03:00:00 午前,21.604,,,,
6488,02/08/20 03:30:00 午前,21.652,,,,
6489,02/08/20 04:00:00 午前,21.652,,,,
6490,02/08/20 04:30:00 午前,21.652,,,,
6491,02/08/20 05:00:00 午前,21.652,,,,
6492,02/08/20 05:30:00 午前,21.652,,,,
6493,02/08/20 06:00:00 午前,21.628,,,,
6494,02/08/20 06:30:00 午前,21.652,,,,
6495,02/08/20 07:00:00 午前,21.652,,,,
6496,02/08/20 07:30:00 午前,21.652,,,,
6497,02/08/20 08:00:00 午前,21.652,,,,
6498,02/08/20 08:30:00 午前,21.652,,,,
6499,02/08/20 09:00:00 午前,21.652,,,,
6500,02/08/20 09:30:00 午前,21.628,,,,
6501,02/08/20 10:00:00 午前,21.628,,,,
6502,02/08/20 10:30:00 午前,21.628,,,,
6503,02/08/20 11:00:00 午前,21.628,,,,
6504,02/08/20 11:30:00 午前,21.628,,,,
6505,02/08/20 12:00:00 午後,21.604,,,,
6506,02/08/20 12:30:00 午後,21.628,,,,
6507,02/08/20 01:00:00 午後,21.628,,,,
6508,02/08/20 01:30:00 午後,21.628,,,,
6509,02/08/20 02:00:00 午後,21.628,,,,
6510,02/08/20 02:30:00 午後,21.628,,,,
6511,02/08/20 03:00:00 午後,21.628,,,,
6512,02/08/20 03:30:00 午後,21.604,,,,
6513,02/08/20 04:00:00 午後,21.628,,,,
6514,02/08/20 04:30:00 午後,21.628,,,,
6515,02/08/20 05:00:00 午後,21.604,,,,
6516,02/08/20 05:30:00 午後,21.604,,,,
6517,02/08/20 06:00:00 午後,21.604,,,,
6518,02/08/20 06:30:00 午後,21.581,,,,
6519,02/08/20 07:00:00 午後,21.581,,,,
6520,02/08/20 07:30:00 午後,21.581,,,,
6521,02/08/20 08:00:00 午後,21.581,,,,
6522,02/08/20 08:30:00 午後,21.557,,,,
6523,02/08/20 09:00:00 午後,21.557,,,,
6524,02/08/20 09:30:00 午後,21.557,,,,
6525,02/08/20 10:00:00 午後,21.533,,,,
6526,02/08/20 10:30:00 午後,21.533,,,,
6527,02/08/20 11:00:00 午後,21.533,,,,
6528,02/08/20 11:30:00 午後,21.533,,,,
6529,02/09/20 12:00:00 午前,21.533,,,,
6530,02/09/20 12:30:00 午前,21.533,,,,
6531,02/09/20 01:00:00 午前,21.509,,,,
6532,02/09/20 01:30:00 午前,21.509,,,,
6533,02/09/20 02:00:00 午前,21.509,,,,
6534,02/09/20 02:30:00 午前,21.509,,,,
6535,02/09/20 03:00:00 午前,21.485,,,,
6536,02/09/20 03:30:00 午前,21.485,,,,
6537,02/09/20 04:00:00 午前,21.485,,,,
6538,02/09/20 04:30:00 午前,21.485,,,,
6539,02/09/20 05:00:00 午前,21.485,,,,
6540,02/09/20 05:30:00 午前,21.485,,,,
6541,02/09/20 06:00:00 午前,21.485,,,,
6542,02/09/20 06:30:00 午前,21.485,,,,
6543,02/09/20 07:00:00 午前,21.461,,,,
6544,02/09/20 07:30:00 午前,21.461,,,,
6545,02/09/20 08:00:00 午前,21.437,,,,
6546,02/09/20 08:30:00 午前,21.437,,,,
6547,02/09/20 09:00:00 午前,21.437,,,,
6548,02/09/20 09:30:00 午前,21.461,,,,
6549,02/09/20 10:00:00 午前,21.461,,,,
6550,02/09/20 10:30:00 午前,21.461,,,,
6551,02/09/20 11:00:00 午前,21.461,,,,
6552,02/09/20 11:30:00 午前,21.461,,,,
6553,02/09/20 12:00:00 午後,21.437,,,,
6554,02/09/20 12:30:00 午後,21.437,,,,
6555,02/09/20 01:00:00 午後,21.437,,,,
6556,02/09/20 01:30:00 午後,21.437,,,,
6557,02/09/20 02:00:00 午後,21.437,,,,
6558,02/09/20 02:30:00 午後,21.437,,,,
6559,02/09/20 03:00:00 午後,21.437,,,,
6560,02/09/20 03:30:00 午後,21.437,,,,
6561,02/09/20 04:00:00 午後,21.437,,,,
6562,02/09/20 04:30:00 午後,21.437,,,,
6563,02/09/20 05:00:00 午後,21.413,,,,
6564,02/09/20 05:30:00 午後,21.413,,,,
6565,02/09/20 06:00:00 午後,21.437,,,,
6566,02/09/20 06:30:00 午後,21.437,,,,
6567,02/09/20 07:00:00 午後,21.461,,,,
6568,02/09/20 07:30:00 午後,21.461,,,,
6569,02/09/20 08:00:00 午後,21.437,,,,
6570,02/09/20 08:30:00 午後,21.437,,,,
6571,02/09/20 09:00:00 午後,21.437,,,,
6572,02/09/20 09:30:00 午後,21.413,,,,
6573,02/09/20 10:00:00 午後,21.413,,,,
6574,02/09/20 10:30:00 午後,21.39,,,,
6575,02/09/20 11:00:00 午後,21.39,,,,
6576,02/09/20 11:30:00 午後,21.39,,,,
6577,02/10/20 12:00:00 午前,21.39,,,,
6578,02/10/20 12:30:00 午前,21.39,,,,
6579,02/10/20 01:00:00 午前,21.39,,,,
6580,02/10/20 01:30:00 午前,21.366,,,,
6581,02/10/20 02:00:00 午前,21.342,,,,
6582,02/10/20 02:30:00 午前,21.39,,,,
6583,02/10/20 03:00:00 午前,21.39,,,,
6584,02/10/20 03:30:00 午前,21.366,,,,
6585,02/10/20 04:00:00 午前,21.366,,,,
6586,02/10/20 04:30:00 午前,21.39,,,,
6587,02/10/20 05:00:00 午前,21.39,,,,
6588,02/10/20 05:30:00 午前,21.39,,,,
6589,02/10/20 06:00:00 午前,21.366,,,,
6590,02/10/20 06:30:00 午前,21.366,,,,
6591,02/10/20 07:00:00 午前,21.39,,,,
6592,02/10/20 07:30:00 午前,21.413,,,,
6593,02/10/20 08:00:00 午前,21.413,,,,
6594,02/10/20 08:30:00 午前,21.437,,,,
6595,02/10/20 09:00:00 午前,21.437,,,,
6596,02/10/20 09:30:00 午前,21.437,,,,
6597,02/10/20 10:00:00 午前,21.437,,,,
6598,02/10/20 10:30:00 午前,21.437,,,,
6599,02/10/20 11:00:00 午前,21.437,,,,
6600,02/10/20 11:30:00 午前,21.437,,,,
6601,02/10/20 12:00:00 午後,21.437,,,,
6602,02/10/20 12:30:00 午後,21.461,,,,
6603,02/10/20 01:00:00 午後,21.485,,,,
6604,02/10/20 01:30:00 午後,21.533,,,,
6605,02/10/20 02:00:00 午後,21.557,,,,
6606,02/10/20 02:30:00 午後,21.581,,,,
6607,02/10/20 03:00:00 午後,21.581,,,,
6608,02/10/20 03:30:00 午後,21.604,,,,
6609,02/10/20 04:00:00 午後,21.604,,,,
6610,02/10/20 04:30:00 午後,21.604,,,,
6611,02/10/20 05:00:00 午後,21.604,,,,
6612,02/10/20 05:30:00 午後,21.581,,,,
6613,02/10/20 06:00:00 午後,21.581,,,,
6614,02/10/20 06:30:00 午後,21.581,,,,
6615,02/10/20 07:00:00 午後,21.581,,,,
6616,02/10/20 07:30:00 午後,21.581,,,,
6617,02/10/20 08:00:00 午後,21.581,,,,
6618,02/10/20 08:30:00 午後,21.581,,,,
6619,02/10/20 09:00:00 午後,21.581,,,,
6620,02/10/20 09:30:00 午後,21.581,,,,
6621,02/10/20 10:00:00 午後,21.581,,,,
6622,02/10/20 10:30:00 午後,21.581,,,,
6623,02/10/20 11:00:00 午後,21.581,,,,
6624,02/10/20 11:30:00 午後,21.581,,,,
6625,02/11/20 12:00:00 午前,21.557,,,,
6626,02/11/20 12:30:00 午前,21.557,,,,
6627,02/11/20 01:00:00 午前,21.557,,,,
6628,02/11/20 01:30:00 午前,21.557,,,,
6629,02/11/20 02:00:00 午前,21.557,,,,
6630,02/11/20 02:30:00 午前,21.557,,,,
6631,02/11/20 03:00:00 午前,21.557,,,,
6632,02/11/20 03:30:00 午前,21.557,,,,
6633,02/11/20 04:00:00 午前,21.557,,,,
6634,02/11/20 04:30:00 午前,21.581,,,,
6635,02/11/20 05:00:00 午前,21.581,,,,
6636,02/11/20 05:30:00 午前,21.557,,,,
6637,02/11/20 06:00:00 午前,21.557,,,,
6638,02/11/20 06:30:00 午前,21.581,,,,
6639,02/11/20 07:00:00 午前,21.581,,,,
6640,02/11/20 07:30:00 午前,21.581,,,,
6641,02/11/20 08:00:00 午前,21.557,,,,
6642,02/11/20 08:30:00 午前,21.557,,,,
6643,02/11/20 09:00:00 午前,21.557,,,,
6644,02/11/20 09:30:00 午前,21.557,,,,
6645,02/11/20 10:00:00 午前,21.533,,,,
6646,02/11/20 10:30:00 午前,21.485,,,,
6647,02/11/20 11:00:00 午前,21.485,,,,
6648,02/11/20 11:30:00 午前,21.413,,,,
6649,02/11/20 12:00:00 午後,21.485,,,,
6650,02/11/20 12:30:00 午後,21.533,,,,
6651,02/11/20 01:00:00 午後,21.604,,,,
6652,02/11/20 01:30:00 午後,21.628,,,,
6653,02/11/20 02:00:00 午後,21.652,,,,
6654,02/11/20 02:30:00 午後,21.676,,,,
6655,02/11/20 03:00:00 午後,21.676,,,,
6656,02/11/20 03:30:00 午後,21.652,,,,
6657,02/11/20 04:00:00 午後,21.628,,,,
6658,02/11/20 04:30:00 午後,21.628,,,,
6659,02/11/20 05:00:00 午後,21.604,,,,
6660,02/11/20 05:30:00 午後,21.581,,,,
6661,02/11/20 06:00:00 午後,21.557,,,,
6662,02/11/20 06:30:00 午後,21.557,,,,
6663,02/11/20 07:00:00 午後,21.557,,,,
6664,02/11/20 07:30:00 午後,21.557,,,,
6665,02/11/20 08:00:00 午後,21.509,,,,
6666,02/11/20 08:30:00 午後,21.294,,,,
6667,02/11/20 09:00:00 午後,21.294,,,,
6668,02/11/20 09:30:00 午後,21.366,,,,
6669,02/11/20 10:00:00 午後,21.437,,,,
6670,02/11/20 10:30:00 午後,21.461,,,,
6671,02/11/20 11:00:00 午後,21.246,,,,
6672,02/11/20 11:30:00 午後,21.103,,,,
6673,02/12/20 12:00:00 午前,20.96,,,,
6674,02/12/20 12:30:00 午前,20.936,,,,
6675,02/12/20 01:00:00 午前,20.817,,,,
6676,02/12/20 01:30:00 午前,20.793,,,,
6677,02/12/20 02:00:00 午前,20.77,,,,
6678,02/12/20 02:30:00 午前,20.77,,,,
6679,02/12/20 03:00:00 午前,20.865,,,,
6680,02/12/20 03:30:00 午前,21.079,,,,
6681,02/12/20 04:00:00 午前,21.199,,,,
6682,02/12/20 04:30:00 午前,21.27,,,,
6683,02/12/20 05:00:00 午前,21.318,,,,
6684,02/12/20 05:30:00 午前,21.342,,,,
6685,02/12/20 06:00:00 午前,21.342,,,,
6686,02/12/20 06:30:00 午前,21.366,,,,
6687,02/12/20 07:00:00 午前,21.366,,,,
6688,02/12/20 07:30:00 午前,21.366,,,,
6689,02/12/20 08:00:00 午前,21.366,,,,
6690,02/12/20 08:30:00 午前,21.366,,,,
6691,02/12/20 09:00:00 午前,21.342,,,,
6692,02/12/20 09:30:00 午前,21.079,,,,
6693,02/12/20 10:00:00 午前,20.817,,,,
6694,02/12/20 10:30:00 午前,20.603,,,,
6695,02/12/20 11:00:00 午前,20.531,,,,
6696,02/12/20 11:30:00 午前,20.627,,,,
6697,02/12/20 12:00:00 午後,20.484,,,,
6698,02/12/20 12:30:00 午後,20.388,,,,
6699,02/12/20 01:00:00 午後,20.388,,,,
6700,02/12/20 01:30:00 午後,20.46,,,,
6701,02/12/20 02:00:00 午後,20.531,,,,
6702,02/12/20 02:30:00 午後,20.793,,,,
6703,02/12/20 03:00:00 午後,21.103,,,,
6704,02/12/20 03:30:00 午後,21.366,,,,
6705,02/12/20 04:00:00 午後,21.461,,,,
6706,02/12/20 04:30:00 午後,21.413,,,,
6707,02/12/20 05:00:00 午後,21.413,,,,
6708,02/12/20 05:30:00 午後,21.413,,,,
6709,02/12/20 06:00:00 午後,21.437,,,,
6710,02/12/20 06:30:00 午後,21.437,,,,
6711,02/12/20 07:00:00 午後,21.509,,,,
6712,02/12/20 07:30:00 午後,21.39,,,,
6713,02/12/20 08:00:00 午後,21.318,,,,
6714,02/12/20 08:30:00 午後,21.533,,,,
6715,02/12/20 09:00:00 午後,21.485,,,,
6716,02/12/20 09:30:00 午後,21.413,,,,
6717,02/12/20 10:00:00 午後,21.413,,,,
6718,02/12/20 10:30:00 午後,21.581,,,,
6719,02/12/20 11:00:00 午後,21.557,,,,
6720,02/12/20 11:30:00 午後,21.533,,,,
6721,02/13/20 12:00:00 午前,21.485,,,,
6722,02/13/20 12:30:00 午前,21.461,,,,
6723,02/13/20 01:00:00 午前,21.461,,,,
6724,02/13/20 01:30:00 午前,21.437,,,,
6725,02/13/20 02:00:00 午前,21.461,,,,
6726,02/13/20 02:30:00 午前,21.461,,,,
6727,02/13/20 03:00:00 午前,21.461,,,,
6728,02/13/20 03:30:00 午前,21.461,,,,
6729,02/13/20 04:00:00 午前,21.437,,,,
6730,02/13/20 04:30:00 午前,21.413,,,,
6731,02/13/20 05:00:00 午前,21.413,,,,
6732,02/13/20 05:30:00 午前,21.413,,,,
6733,02/13/20 06:00:00 午前,21.413,,,,
6734,02/13/20 06:30:00 午前,21.413,,,,
6735,02/13/20 07:00:00 午前,21.437,,,,
6736,02/13/20 07:30:00 午前,21.461,,,,
6737,02/13/20 08:00:00 午前,21.485,,,,
6738,02/13/20 08:30:00 午前,21.485,,,,
6739,02/13/20 09:00:00 午前,21.485,,,,
6740,02/13/20 09:30:00 午前,21.485,,,,
6741,02/13/20 10:00:00 午前,21.39,,,,
6742,02/13/20 10:30:00 午前,21.342,,,,
6743,02/13/20 11:00:00 午前,21.294,,,,
6744,02/13/20 11:30:00 午前,21.223,,,,
6745,02/13/20 12:00:00 午後,21.27,,,,
6746,02/13/20 12:30:00 午後,21.318,,,,
6747,02/13/20 01:00:00 午後,21.39,,,,
6748,02/13/20 01:30:00 午後,21.461,,,,
6749,02/13/20 02:00:00 午後,21.533,,,,
6750,02/13/20 02:30:00 午後,21.557,,,,
6751,02/13/20 03:00:00 午後,21.581,,,,
6752,02/13/20 03:30:00 午後,21.581,,,,
6753,02/13/20 04:00:00 午後,21.581,,,,
6754,02/13/20 04:30:00 午後,21.581,,,,
6755,02/13/20 05:00:00 午後,21.604,,,,
6756,02/13/20 05:30:00 午後,21.628,,,,
6757,02/13/20 06:00:00 午後,21.628,,,,
6758,02/13/20 06:30:00 午後,21.628,,,,
6759,02/13/20 07:00:00 午後,21.628,,,,
6760,02/13/20 07:30:00 午後,21.628,,,,
6761,02/13/20 08:00:00 午後,21.628,,,,
6762,02/13/20 08:30:00 午後,21.628,,,,
6763,02/13/20 09:00:00 午後,21.652,,,,
6764,02/13/20 09:30:00 午後,21.724,,,,
6765,02/13/20 10:00:00 午後,21.795,,,,
6766,02/13/20 10:30:00 午後,21.819,,,,
6767,02/13/20 11:00:00 午後,21.795,,,,
6768,02/13/20 11:30:00 午後,21.795,,,,
6769,02/14/20 12:00:00 午前,21.772,,,,
6770,02/14/20 12:30:00 午前,21.819,,,,
6771,02/14/20 01:00:00 午前,21.843,,,,
6772,02/14/20 01:30:00 午前,21.867,,,,
6773,02/14/20 02:00:00 午前,21.915,,,,
6774,02/14/20 02:30:00 午前,22.082,,,,
6775,02/14/20 03:00:00 午前,22.082,,,,
6776,02/14/20 03:30:00 午前,22.082,,,,
6777,02/14/20 04:00:00 午前,22.082,,,,
6778,02/14/20 04:30:00 午前,22.106,,,,
6779,02/14/20 05:00:00 午前,22.106,,,,
6780,02/14/20 05:30:00 午前,22.106,,,,
6781,02/14/20 06:00:00 午前,21.987,,,,
6782,02/14/20 06:30:00 午前,22.011,,,,
6783,02/14/20 07:00:00 午前,22.034,,,,
6784,02/14/20 07:30:00 午前,22.058,,,,
6785,02/14/20 08:00:00 午前,22.058,,,,
6786,02/14/20 08:30:00 午前,22.154,,,,
6787,02/14/20 09:00:00 午前,22.202,,,,
6788,02/14/20 09:30:00 午前,22.25,,,,
6789,02/14/20 10:00:00 午前,22.274,,,,
6790,02/14/20 10:30:00 午前,22.274,,,,
6791,02/14/20 11:00:00 午前,22.011,,,,
6792,02/14/20 11:30:00 午前,21.987,,,,
6793,02/14/20 12:00:00 午後,22.058,,,,
6794,02/14/20 12:30:00 午後,22.154,,,,
6795,02/14/20 01:00:00 午後,22.226,,,,
6796,02/14/20 01:30:00 午後,22.274,,,,
6797,02/14/20 02:00:00 午後,22.417,,,,
6798,02/14/20 02:30:00 午後,22.441,,,,
6799,02/14/20 03:00:00 午後,22.513,,,,
6800,02/14/20 03:30:00 午後,22.369,,,,
6801,02/14/20 04:00:00 午後,22.321,,,,
6802,02/14/20 04:30:00 午後,22.369,,,,
6803,02/14/20 05:00:00 午後,22.393,,,,
6804,02/14/20 05:30:00 午後,22.417,,,,
6805,02/14/20 06:00:00 午後,22.417,,,,
6806,02/14/20 06:30:00 午後,22.393,,,,
6807,02/14/20 07:00:00 午後,22.393,,,,
6808,02/14/20 07:30:00 午後,22.393,,,,
6809,02/14/20 08:00:00 午後,22.393,,,,
6810,02/14/20 08:30:00 午後,22.441,,,,
6811,02/14/20 09:00:00 午後,22.393,,,,
6812,02/14/20 09:30:00 午後,22.154,,,,
6813,02/14/20 10:00:00 午後,22.369,,,,
6814,02/14/20 10:30:00 午後,22.369,,,,
6815,02/14/20 11:00:00 午後,22.393,,,,
6816,02/14/20 11:30:00 午後,22.369,,,,
6817,02/15/20 12:00:00 午前,22.321,,,,
6818,02/15/20 12:30:00 午前,22.321,,,,
6819,02/15/20 01:00:00 午前,22.345,,,,
6820,02/15/20 01:30:00 午前,22.345,,,,
6821,02/15/20 02:00:00 午前,22.369,,,,
6822,02/15/20 02:30:00 午前,22.369,,,,
6823,02/15/20 03:00:00 午前,22.369,,,,
6824,02/15/20 03:30:00 午前,22.393,,,,
6825,02/15/20 04:00:00 午前,22.369,,,,
6826,02/15/20 04:30:00 午前,22.369,,,,
6827,02/15/20 05:00:00 午前,22.393,,,,
6828,02/15/20 05:30:00 午前,22.393,,,,
6829,02/15/20 06:00:00 午前,22.369,,,,
6830,02/15/20 06:30:00 午前,22.369,,,,
6831,02/15/20 07:00:00 午前,22.345,,,,
6832,02/15/20 07:30:00 午前,22.345,,,,
6833,02/15/20 08:00:00 午前,22.345,,,,
6834,02/15/20 08:30:00 午前,22.345,,,,
6835,02/15/20 09:00:00 午前,22.321,,,,
6836,02/15/20 09:30:00 午前,22.321,,,,
6837,02/15/20 10:00:00 午前,22.345,,,,
